,year,month,label,sentence
13801,2022,3,지역,그곳은 바로 안산봉수대
13810,2022,3,성소수자,x맨이 교수님한테 신고해서 퀴즈 빡세짐
13856,2022,3,남성,오늘은 작뚱남보다 멸치남 먼저 출격중
13906,2022,3,여성/가족,천기누설) 여자들 심쿵하게 만드는 사소한 행동들 대방출!!
13909,2022,3,기타 혐오,지금까지 지하철 장애인시위하시던 단체분들 진짜 장애인도 아니고 그쪽분들이었다고..?
13941,2022,3,남성,-에그 : 후추맛이 좀 강함
13945,2022,3,연령,😃학식샌드위치-매쉬포+케이준 : 어우.. 닭냄새 심함
14007,2022,3,지역,아니 교수님이 비둘기로 보여요 ㅅㅂ 구구구
14124,2022,3,종교,기독교인들이 저래 깽판 쳐도
14179,2022,3,기타 혐오,무조건 연병장으로 기어나와 황중사와 함께
14292,2022,3,성소수자,시큼 짭쪼름하고 퀴퀴했던 중대원들의 땀과 열정을
14349,2022,3,남성,작뚱남 출근중
14355,2022,3,여성/가족,(상습바람녀)
14387,2022,3,기타 혐오,장애인차별연대 실체
14388,2022,3,인종/국적,그냥 반미쁘락치들임
14400,2022,3,여성/가족,"2000년 초반만 하더라도 유영철을 비롯한 묻지마 살인, 부녀자 연쇄 살인 존나 많았어."
14440,2022,3,기타 혐오,"남초도 마찬가지임 디시같은데 가면 섹스,주변 여자얘기 도배에 직업서열질하고 근본없는 욕설 패드립 박는 애에 정신병자 비율 높은거 보면 진짜 바퀴벌레 소굴같고 끔찍함 ㅋㅋ"
14445,2022,3,여성/가족,근데 남자는 푸쉬업 기준치가 80개일 때 여자는 25개정도임
14447,2022,3,여성/가족,내친구가 공사 출신인데 푸쉬업 60개했는데 25개한 여자한테 성적 밀려서 등수 역전된 사례 개많다고 함ㅋㅋㅋㅋ걍 이나라는 남자가 너무 차별받고 있음
14451,2022,3,여성/가족,군대 관련 내용은 무시하고 세부적인 내용만 트집잡네ㅋㅋㅋㅋㅋ 페미 특인가..? 그래서 여자는 왜 군대 안감? 심지어 몇몇 골빈 여자들은 동기가 군대가면 놀리기까지 하던데
14460,2022,3,여성/가족,근데 왜 여자는 군대 안감?
14461,2022,3,여성/가족,뭐 군대 안가는거까진 그렇다 쳐도 왜 여대약대 여성할당제 여성안심귀갓길 여성전용좌석 뭐 이런 혜택들은 여자한테만 있음?
14484,2022,3,여성/가족,페미 너무 싫어..
14490,2022,3,연령,요즘 왤케 어린 사람 찾는 걸 죄악시할까
14542,2022,3,연령,너희가 나이 먹었을때 너희의 비참함을 배로 만든다
14543,2022,3,여성/가족,여자든 남자든 보통 은연중 연인을 트로피화 시킴 남자면 내 연인이 얼마나 이쁘고 몸매 좋고 나에비해 얼마나 어리고 내 여친은 개념있다며 데이트비용 반반내는지 자랑하고 여자는 남친 키 몸매 얼굴 직업 학벌 나한테 얼마나 잘해주는지 선물 뭐 줬는지 어딜 데려가줬는지 얼마나 사랑꾼인지 같은걸 자랑해ㅋㅋㅋㅋㅋㅋ
14544,2022,3,인종/국적,근데 외국 나가면 중국애들 존나 든든함
14551,2022,3,인종/국적,앞에 타있던 동양계 패거리 애들이 대신 싸워줌.
14554,2022,3,인종/국적,저 새끼들이 인종차별단어 쓰면서 시비걸었다고 일러바침.
14561,2022,3,인종/국적,나 그때 이후로 짱깨라는 말 안 씀.
14563,2022,3,남성,남자들 아직까지도 남자는 능력이지~ 하고 다니는꼴 볼뻔
