,year,month,label,sentence
37213,2021,12,기타 혐오,이번 대선에 누가 나와도 진보는 안뽑음
37242,2021,12,기타 혐오,학번 바뀌고 학교도 바뀌면 좋고 그리고 솔직히 이과면 의대미만잡임
37243,2021,12,연령,이상 인생 20살부터 망쳐도 복구 가능하다는 꼰대질이었다
37847,2021,12,여성/가족,결혼 안하면 독립은 없다는 말에 나는 이미 독립했다는 한 마디했다가 당신이 병원에 누워 있고 길거리에 살아도 안 돌아볼 피도 눈물도 없는 년이라는 쌍욕을 들으면서 전화를 끊었다. 그냥 웃기다. 돈도 없는데 무슨 결혼. 이 글을 쓰는 중에도 문자로 계속되는 부모가 죽었으면 좋겠느냐로 시작되는 폭언. 중학교 때 부터 문자를 안보고 지우는 건 익숙해진지 오래다. 진짜 취업을 해도 거지같을 수 있다니.
38040,2021,12,연령,나는 한 마리 어린 짐승
38107,2021,12,기타 혐오,좌파 정부의 위선적인 면모가 너무 싫다 ㅠㅠ
38124,2021,12,기타 혐오,암만 뭐라뭐라해도 연대가 국내대학중에 돈냄새는 탑으로 잘맡음
38311,2021,12,기타 혐오,남들 무시하고 깔보는 동기들 진짜 너무너무 싫음
38374,2021,12,인종/국적,"흑인 여배우 분들 중에서도 매력있게 생긴 분들 많은데, 맨날 영화 캐스팅은 저런 사람들만 뽑는 거 보면 진심 인종차별주의자 같아서 기분나쁨"
38390,2021,12,여성/가족,"백신 안맞은 사람 안뽑는다, 여자 안뽑는다 > 요즘 세상에 차별 맞고 학생들이니까 분노할 수 있다고 봄."
38403,2021,12,성소수자,여자 약사가 많은 이유 jpg.
38431,2021,12,남성,자좀감이 낮다가 높아져 본 적이 있는 사람은 모두 알 것이다.
38435,2021,12,기타 혐오,"글쓴이의 말이 옳다면, 돈 많은 찐따들이 왜 있겠는가?"
38445,2021,12,기타 혐오,2. 명문대 CS학생이 가장 도태되기 쉽다
38450,2021,12,여성/가족,여자들이 좋아하는 섹시는 이런거
38484,2021,12,기타 혐오,와 연대 수준 상상 이하네
